card_strength,pot_size,player_coin,opponent_coin,action
0.01,55,89,17,pack
0.02,39,25,15,chaal
0.13,35,22,47,pack
0.78,26,66,13,chaal
0.06,80,68,13,chaal
0.48,88,54,60,pack
0.51,88,74,76,show
0.46,50,55,69,pack
0.3,99,51,28,chaal
0.46,31,86,80,chaal
0.55,60,92,43,show
0.46,27,42,82,chaal
0.46,59,22,38,show
0.23,100,88,28,chaal
0.04,80,32,93,pack
0.15,96,66,37,pack
0.11,45,49,40,chaal
0.3,91,42,97,show
0.19,42,98,61,pack
0.58,68,52,20,chaal
0.73,44,88,88,show
0.36,60,66,32,chaal
0.8,89,86,73,chaal
0.93,50,98,94,chaal
0.94,38,32,74,show
0.5,89,79,46,chaal
0.39,60,64,78,chaal
0.9,87,73,67,chaal
0.44,40,33,12,pack
0.37,21,22,73,chaal
0.17,45,14,95,pack
0.68,85,41,77,chaal
0.1,33,75,80,pack
0.86,50,97,100,show
0.43,95,69,39,show
0.72,81,96,31,chaal
0.49,53,55,28,pack
0.55,65,50,69,pack
0.31,37,49,43,chaal
0.28,67,89,74,pack
0.42,25,75,56,chaal
0.15,99,37,15,chaal
0.66,68,89,14,pack
0.4,99,96,50,show
0.36,68,46,57,chaal
0.47,87,16,89,chaal
0.62,58,37,81,pack
0.11,29,47,82,pack
0.5,98,11,51,pack
0.87,94,40,79,chaal
0.95,65,46,63,chaal
0.71,30,92,68,pack
0.75,75,30,62,pack
0.15,86,100,67,pack
0.76,20,83,97,show
0.7,47,18,58,chaal
0.52,54,10,26,chaal
0.1,61,59,41,pack
0.05,33,23,31,pack
0.03,72,18,84,pack
0.05,26,48,67,chaal
0.7,88,41,63,chaal
0.61,80,99,80,chaal
0.11,66,25,64,chaal
0.08,54,66,72,pack
0.17,36,57,59,pack
0.19,51,73,70,chaal
0.64,28,36,13,show
0.79,33,82,37,chaal
0.85,96,43,67,chaal
0.84,21,23,62,chaal
0.46,56,28,42,chaal
0.83,44,50,57,chaal
0.72,53,16,55,pack
0.03,26,89,73,chaal
0.81,76,21,72,show
0.61,55,68,59,pack
0.99,59,61,70,show
0.84,34,53,42,show
0.85,90,88,72,chaal
0.25,22,40,10,pack
0.14,65,48,65,chaal
0.9,86,77,43,show
0.13,79,68,36,pack
0.47,100,97,34,chaal
0.98,55,45,85,show
0.26,100,26,40,pack
0.16,68,48,92,pack
0.5,52,48,63,chaal
0.34,26,54,79,show
0.9,44,16,90,show
0.75,98,38,13,chaal
0.85,21,39,51,show
0.31,70,14,32,chaal
0.62,20,64,99,show
0.96,69,72,10,chaal
0.16,34,31,80,pack
0.39,45,35,68,show
0.46,96,21,11,pack
0.07,53,27,52,pack
0.9,42,71,13,chaal
0.08,81,92,22,pack
0.94,74,75,50,chaal
0.78,87,65,32,chaal
0.27,63,71,42,chaal
0.16,98,93,53,pack
0.69,32,31,71,chaal
0.2,53,77,48,chaal
0.42,56,77,35,pack
0.7,25,58,15,show
0.65,70,33,61,chaal
0.36,94,67,60,chaal
0.72,78,31,97,chaal
0.88,89,59,88,chaal
0.15,53,96,57,pack
0.29,100,27,17,pack
0.94,73,65,46,show
0.18,45,48,33,pack
0.98,37,67,77,chaal
0.08,27,60,78,pack
0.67,77,96,77,pack
0.43,64,86,13,chaal
0.19,60,19,31,chaal
0.88,88,60,75,show
0.18,26,32,52,chaal
0.21,48,91,82,chaal
0.09,31,14,46,pack
0.11,30,61,23,pack
0.49,51,81,100,chaal
0.29,26,54,30,pack
0.85,47,25,59,show
0.64,75,21,18,chaal
0.42,90,11,51,show
0.99,54,15,85,chaal
0.26,71,71,76,pack
0.68,52,52,15,chaal
0.41,39,73,12,chaal
0.13,55,62,30,pack
0.63,70,67,11,chaal
0.24,100,36,26,chaal
0.57,98,100,55,chaal
0.78,85,26,59,chaal
0.33,65,70,32,chaal
0.9,26,29,67,chaal
0.26,65,97,42,pack
0.16,67,99,16,chaal
0.98,26,96,81,chaal
0.27,84,90,46,pack
0.81,27,40,68,show
0.5,69,65,44,pack
0.94,49,88,74,chaal
0.05,45,86,83,pack
0.59,84,87,27,chaal
0.07,85,91,63,pack
0.43,73,70,37,chaal
0.97,33,17,67,show
0.4,40,37,10,pack
0.89,22,29,68,show
0.25,84,44,96,pack
0.16,47,82,14,pack
0.12,63,48,58,chaal
0.78,98,35,68,show
0.79,76,97,79,chaal
0.34,77,81,76,chaal
0.24,53,42,37,pack
0.4,22,54,61,show
0.32,78,44,87,chaal
0.27,61,74,12,chaal
0.94,48,27,40,chaal
0.66,69,91,53,pack
0.46,24,58,38,chaal
0.06,59,68,46,pack
0.32,39,57,85,chaal
0.56,53,71,66,show
0.81,30,99,93,chaal
0.99,74,59,96,chaal
0.81,31,21,55,show
0.29,96,77,67,pack
0.76,59,56,28,show
0.13,21,36,56,pack
0.5,43,55,13,show
0.91,23,75,43,show
0.48,83,94,64,pack
0.38,40,54,74,chaal
0.57,49,92,60,chaal
0.32,98,56,65,pack
0.74,39,64,73,chaal
0.63,40,96,22,chaal
0.65,49,88,32,chaal
0.27,43,10,24,chaal
0.08,89,96,57,pack
0.46,24,93,32,pack
0.68,23,90,28,pack
0.94,21,22,83,show
0.37,75,79,70,pack
0.61,86,99,92,pack
0.33,68,85,87,pack
0.42,90,49,19,pack
0.23,82,27,27,chaal
0.02,72,56,71,chaal
0.87,51,80,38,chaal
0.57,72,34,84,pack
0.69,85,41,100,show
0.92,68,41,12,chaal
0.6,87,42,80,chaal
0.01,88,30,90,pack
0.45,72,90,10,pack
0.88,75,99,65,show
0.21,53,94,41,chaal
0.75,74,18,67,chaal
0.06,33,84,65,pack
0.92,63,90,62,chaal
0.9,21,51,13,show
0.61,28,86,47,chaal
0.88,97,34,71,chaal
0.02,94,73,24,chaal
0.53,59,88,20,show
0.47,56,43,63,chaal
0.89,35,21,78,chaal
0.14,60,30,31,pack
0.09,52,84,33,pack
0.86,86,94,68,chaal
0.06,82,70,93,pack
0.6,43,43,18,pack
0.86,43,59,33,show
0.77,30,79,75,chaal
0.89,29,46,72,chaal
0.41,83,79,49,show
0.22,54,48,91,chaal
0.31,58,72,67,chaal
0.89,42,54,92,chaal
0.6,78,97,84,chaal
0.09,26,63,17,pack
0.41,21,75,79,pack
0.36,36,20,64,chaal
0.85,23,16,89,chaal
0.24,76,16,94,chaal
0.97,33,16,43,show
0.3,53,84,56,pack
0.97,95,54,84,show
0.18,57,27,16,chaal
0.22,82,46,87,chaal
0.39,87,76,19,pack
0.97,79,82,19,chaal
0.56,74,79,90,pack
0.65,98,58,65,chaal
0.21,90,81,63,pack
0.47,92,75,32,pack
0.76,96,56,53,chaal
0.5,63,34,84,chaal
0.63,83,82,65,pack
0.61,76,96,71,chaal
0.09,67,95,38,pack
0.87,20,51,23,show
0.06,66,34,41,pack
0.7,57,16,23,chaal
0.97,57,30,72,show
0.98,55,78,64,chaal
0.52,91,37,11,pack
0.74,39,24,77,chaal
0.41,39,46,86,show
0.33,70,96,63,chaal
0.67,62,42,60,pack
0.05,84,75,51,chaal
0.57,22,42,95,chaal
0.11,62,49,53,chaal
0.63,77,44,51,pack
0.82,100,69,55,chaal
0.37,27,58,16,chaal
0.28,30,34,96,chaal
0.71,51,51,76,pack
0.51,86,28,66,pack
0.92,35,37,44,chaal
0.97,90,39,76,show
0.91,53,57,30,show
0.23,78,100,17,pack
0.09,33,34,45,chaal
0.39,87,14,60,show
0.84,40,46,85,chaal
0.84,98,59,51,chaal
0.25,55,15,48,chaal
0.47,35,41,41,chaal
0.69,29,26,89,chaal
0.78,91,97,84,show
0.65,85,65,47,chaal
0.97,94,67,76,show
0.85,28,42,92,show
0.87,85,65,41,show
0.97,36,27,95,chaal
0.56,92,13,75,show
0.73,48,74,82,show
0.1,31,15,78,pack
0.39,21,13,100,pack
0.03,73,76,30,pack
0.41,97,36,34,pack
0.14,46,93,17,pack
0.76,59,99,52,chaal
0.45,41,50,100,chaal
0.91,59,84,69,show
0.16,73,77,50,pack
0.34,43,21,97,chaal
0.78,41,49,51,show
0.37,45,77,85,chaal
0.76,82,87,32,chaal
0.98,24,88,33,chaal
0.01,35,45,59,pack
0.04,81,40,97,chaal
0.66,77,96,18,pack
0.32,97,95,73,chaal
0.35,49,99,18,chaal
0.3,47,49,34,pack
0.65,24,14,59,pack
0.4,68,90,85,pack
0.61,68,55,56,show
0.06,89,13,95,pack
0.65,45,58,60,chaal
0.94,23,61,93,chaal
0.19,48,25,30,pack
0.36,41,91,61,pack
0.96,81,97,30,chaal
0.86,54,59,31,chaal
0.11,34,90,49,chaal
0.18,28,38,88,pack
0.72,84,87,100,chaal
0.55,72,90,81,pack
0.33,92,99,55,chaal
0.21,60,80,54,pack
0.84,77,50,82,show
0.03,81,16,67,chaal
0.29,20,67,88,chaal
0.7,92,76,20,show
0.87,51,19,45,chaal
0.98,50,92,93,chaal
0.2,47,39,89,pack
0.31,31,82,11,chaal
0.78,33,84,11,show
0.5,39,48,66,chaal
0.39,28,76,83,pack
0.64,89,84,31,pack
0.63,91,98,98,chaal
0.28,49,56,89,pack
0.65,93,64,28,pack
0.36,30,77,61,pack
0.67,59,48,63,chaal
0.21,65,19,49,pack
0.67,52,43,100,show
0.88,68,85,18,chaal
0.81,65,55,64,chaal
0.03,99,48,15,chaal
0.39,71,94,89,pack
0.49,69,49,32,pack
0.65,64,12,59,chaal
0.44,73,40,43,show
0.45,64,24,45,show
0.78,91,86,43,chaal
0.97,50,50,100,chaal
0.94,93,46,49,chaal
0.11,74,77,57,pack
0.93,69,87,27,chaal
0.77,77,48,97,chaal
0.09,71,74,10,pack
0.49,57,58,54,chaal
0.38,31,44,40,chaal
0.35,59,76,79,show
0.04,62,31,98,chaal
0.42,29,45,80,show
0.13,20,97,18,chaal
0.65,78,74,31,chaal
0.97,23,99,53,show
0.58,100,83,32,chaal
0.97,27,66,31,show
0.05,88,72,70,pack
0.14,76,79,73,pack
0.86,87,72,68,chaal
0.71,98,45,67,pack
0.3,74,31,62,pack
0.56,23,62,54,chaal
0.77,89,57,93,chaal
0.25,77,100,98,pack
0.27,97,86,65,pack
0.89,33,36,64,show
0.44,76,90,24,pack
0.87,62,94,98,chaal
0.18,35,90,85,chaal
0.38,84,54,12,chaal
0.37,24,81,51,chaal
0.91,45,56,12,show
0.81,38,88,59,chaal
0.27,95,84,11,pack
0.09,26,23,13,pack
0.28,91,74,36,chaal
0.13,77,80,82,pack
0.64,84,33,51,chaal
0.22,72,14,15,pack
0.3,39,34,80,chaal
0.76,53,43,60,chaal
0.39,22,44,25,chaal
0.48,97,75,15,show
0.8,64,32,43,show
0.78,97,36,49,chaal
0.55,79,17,53,chaal
0.08,95,40,91,chaal
0.72,97,52,42,show
0.13,54,85,46,pack
0.24,44,62,89,chaal
0.15,23,55,42,pack
0.67,95,39,25,show
0.69,79,89,85,show
0.07,43,47,72,chaal
0.16,51,42,73,pack
0.74,53,87,70,chaal
0.93,34,84,31,show
0.23,84,17,12,pack
0.65,46,98,13,pack
0.15,32,85,97,chaal
0.36,89,56,18,chaal
0.22,53,28,18,chaal
